Study,Group,Drug,Control,MID,Day,Size
TM00877,Cisplatin,Cisplatin,0.0,301-024,7.0,127.7
TM00877,Cisplatin,Cisplatin,0.0,301-024,10.0,148.7
TM00877,Cisplatin,Cisplatin,0.0,301-024,14.0,137.57
TM00877,Cisplatin,Cisplatin,0.0,301-024,17.0,144.2
TM00877,Cisplatin,Cisplatin,0.0,301-024,21.0,170.39
TM00877,Cisplatin,Cisplatin,0.0,301-024,24.0,204.51
TM00877,Cisplatin,Cisplatin,0.0,301-024,28.0,208.41
TM00877,Cisplatin,Cisplatin,0.0,301-032,-1.0,111.36
TM00877,Cisplatin,Cisplatin,0.0,301-032,3.0,103.31
TM00877,Cisplatin,Cisplatin,0.0,301-032,7.0,118.17
TM00877,Cisplatin,Cisplatin,0.0,301-032,10.0,104.54
TM00877,Cisplatin,Cisplatin,0.0,301-032,14.0,268.73
TM00877,Cisplatin,Cisplatin,0.0,301-032,17.0,362.57
TM00877,Cisplatin,Cisplatin,0.0,301-032,21.0,584.27
TM00877,Cisplatin,Cisplatin,0.0,301-032,24.0,594.46
TM00877,Cisplatin,Cisplatin,0.0,301-032,28.0,587.7
TM00877,Cisplatin,Cisplatin,0.0,301-040,-1.0,118.23
TM00877,Cisplatin,Cisplatin,0.0,301-040,3.0,217.12
TM00877,Cisplatin,Cisplatin,0.0,301-040,7.0,230.55
TM00877,Cisplatin,Cisplatin,0.0,301-040,10.0,231.47
TM00877,Cisplatin,Cisplatin,0.0,301-040,14.0,235.18
TM00877,Cisplatin,Cisplatin,0.0,301-040,17.0,234.1
TM00877,Cisplatin,Cisplatin,0.0,301-040,21.0,202.61
TM00877,Cisplatin,Cisplatin,0.0,301-040,24.0,523.51
TM00877,Cisplatin,Cisplatin,0.0,301-040,28.0,555.58
TM01563,3,Cisplatin,0.0,217-001,-1.0,91.88
TM01563,3,Cisplatin,0.0,217-001,2.0,138.82
TM01563,3,Cisplatin,0.0,217-001,6.0,166.04
TM01563,3,Cisplatin,0.0,217-001,9.0,164.1
TM01563,3,Cisplatin,0.0,217-001,13.0,164.84
TM01563,3,Cisplatin,0.0,217-001,16.0,162.31
TM01563,3,Cisplatin,0.0,217-001,20.0,159.21
TM01563,3,Cisplatin,0.0,217-001,23.0,152.7
TM01563,3,Cisplatin,0.0,217-001,27.0,133.68
TM01563,3,Cisplatin,0.0,217-009,-1.0,144.26
TM01563,3,Cisplatin,0.0,217-009,2.0,143.74
TM01563,3,Cisplatin,0.0,217-009,6.0,140.16
TM01563,3,Cisplatin,0.0,217-009,9.0,128.71
TM01563,3,Cisplatin,0.0,217-009,13.0,119.48
TM01563,3,Cisplatin,0.0,217-009,16.0,118.94
TM01563,3,Cisplatin,0.0,217-009,20.0,119.54
TM01563,3,Cisplatin,0.0,217-009,23.0,119.67
TM01563,3,Cisplatin,0.0,217-009,27.0,119.75
TM01563,3,Cisplatin,0.0,217-012,-1.0,150.55
TM01563,3,Cisplatin,0.0,217-012,2.0,147.64
TM01563,3,Cisplatin,0.0,217-012,6.0,131.37
TM01563,3,Cisplatin,0.0,217-012,9.0,134.44
TM01563,3,Cisplatin,0.0,217-012,13.0,134.19
TM01563,3,Cisplatin,0.0,217-012,16.0,128.52
TM01563,3,Cisplatin,0.0,217-012,20.0,126.81
TM01563,3,Cisplatin,0.0,217-012,23.0,116.56
TM01563,3,Cisplatin,0.0,217-012,27.0,94.18
TM01563,3,Cisplatin,0.0,217-015,-1.0,97.28
TM01563,3,Cisplatin,0.0,217-015,2.0,97.42
TM01563,3,Cisplatin,0.0,217-015,6.0,82.86
TM01563,3,Cisplatin,0.0,217-015,9.0,90.52
TM01563,3,Cisplatin,0.0,217-015,13.0,93.49
TM01563,3,Cisplatin,0.0,217-015,16.0,92.06
TM01563,3,Cisplatin,0.0,217-015,20.0,95.85
TM01563,3,Cisplatin,0.0,217-015,23.0,132.78
TM01563,3,Cisplatin,0.0,217-015,27.0,397.43
TM01563,3,Cisplatin,0.0,217-016,-1.0,171.93
TM01563,3,Cisplatin,0.0,217-016,2.0,179.36
TM01563,3,Cisplatin,0.0,217-016,6.0,203.49
TM01563,3,Cisplatin,0.0,217-016,9.0,201.13
TM01563,3,Cisplatin,0.0,217-016,13.0,197.49
TM01563,3,Cisplatin,0.0,217-016,16.0,183.45
TM01563,3,Cisplatin,0.0,217-016,20.0,183.45
TM01563,3,Cisplatin,0.0,217-016,23.0,176.93
TM01563,3,Cisplatin,0.0,217-016,27.0,176.16
TM01563,3,Cisplatin,0.0,217-017,-1.0,169.12
TM01563,3,Cisplatin,0.0,217-017,2.0,203.42
TM01563,3,Cisplatin,0.0,217-017,6.0,184.47
TM01563,3,Cisplatin,0.0,217-017,9.0,191.09
TM01563,3,Cisplatin,0.0,217-017,13.0,194.57
TM01563,3,Cisplatin,0.0,217-017,16.0,177.19
TM01563,3,Cisplatin,0.0,217-017,20.0,174.71
TM01563,3,Cisplatin,0.0,217-017,23.0,168.75
TM01563,3,Cisplatin,0.0,217-017,27.0,160.01
TM01563,3,Cisplatin,0.0,217-023,-1.0,84.25
TM01563,3,Cisplatin,0.0,217-023,2.0,58.57
TM01563,3,Cisplatin,0.0,217-023,6.0,54.84
TM01563,3,Cisplatin,0.0,217-023,9.0,67.37
TM01563,3,Cisplatin,0.0,217-023,13.0,242.44
TM01563,3,Cisplatin,0.0,217-023,16.0,231.1
TM01563,3,Cisplatin,0.0,217-024,-1.0,149.38
TM01563,3,Cisplatin,0.0,217-024,2.0,140.66
TM01563,3,Cisplatin,0.0,217-024,6.0,133.02
TM01563,3,Cisplatin,0.0,217-024,9.0,124.18
TM01563,3,Cisplatin,0.0,217-024,13.0,123.62
TM01563,3,Cisplatin,0.0,217-024,16.0,119.39
TM01563,3,Cisplatin,0.0,217-029,-1.0,70.61
TM01563,3,Cisplatin,0.0,217-029,2.0,70.61
TM01563,3,Cisplatin,0.0,217-029,6.0,68.48
TM01563,3,Cisplatin,0.0,217-029,9.0,68.83
TM01563,3,Cisplatin,0.0,217-029,13.0,69.46
TM01563,3,Cisplatin,0.0,217-029,16.0,75.97
TM01563,3,Cisplatin,0.0,217-029,20.0,78.7
TM01563,3,Cisplatin,0.0,217-029,23.0,100.27
TM01563,3,Cisplatin,0.0,217-029,27.0,215.33
TM01563,3,Cisplatin,0.0,217-032,-1.0,134.3
TM01563,3,Cisplatin,0.0,217-032,2.0,134.47
TM01563,3,Cisplatin,0.0,217-032,6.0,133.43
TM01563,3,Cisplatin,0.0,217-032,9.0,129.4
TM01563,3,Cisplatin,0.0,217-032,13.0,125.04
TM01563,3,Cisplatin,0.0,217-032,16.0,120.96
TM01563,3,Cisplatin,0.0,217-032,20.0,121.65
TM01563,3,Cisplatin,0.0,217-032,23.0,137.31
TM01563,3,Cisplatin,0.0,217-032,27.0,147.98
TM00199,Cisplatin,Cisplatin,0.0,703-007,-1.0,124.15
TM00199,Cisplatin,Cisplatin,0.0,703-007,2.0,141.29
TM00199,Cisplatin,Cisplatin,0.0,703-007,6.0,165.88
TM00199,Cisplatin,Cisplatin,0.0,703-007,9.0,173.27
TM00199,Cisplatin,Cisplatin,0.0,703-007,13.0,235.23
TM00199,Cisplatin,Cisplatin,0.0,703-007,16.0,235.09
TM00199,Cisplatin,Cisplatin,0.0,703-007,20.0,230.8
TM00199,Cisplatin,Cisplatin,0.0,703-007,23.0,248.25
TM00199,Cisplatin,Cisplatin,0.0,703-007,27.0,279.72
TM00199,Cisplatin,Cisplatin,0.0,703-009,-1.0,88.21
TM00199,Cisplatin,Cisplatin,0.0,703-009,2.0,146.05
TM00199,Cisplatin,Cisplatin,0.0,703-009,6.0,144.86
TM00199,Cisplatin,Cisplatin,0.0,703-009,9.0,156.77
TM00199,Cisplatin,Cisplatin,0.0,703-009,13.0,132.62
TM00199,Cisplatin,Cisplatin,0.0,703-009,16.0,129.33
TM00199,Cisplatin,Cisplatin,0.0,703-009,20.0,144.95
TM00199,Cisplatin,Cisplatin,0.0,703-009,23.0,130.39
TM00199,Cisplatin,Cisplatin,0.0,703-009,27.0,163.27
TM00199,Cisplatin,Cisplatin,0.0,703-010,-1.0,96.38
TM00199,Cisplatin,Cisplatin,0.0,703-010,2.0,67.88
TM00199,Cisplatin,Cisplatin,0.0,703-010,6.0,52.36
TM00199,Cisplatin,Cisplatin,0.0,703-010,9.0,63.64
TM00199,Cisplatin,Cisplatin,0.0,703-010,13.0,47.84
TM00199,Cisplatin,Cisplatin,0.0,703-010,16.0,55.3
TM00199,Cisplatin,Cisplatin,0.0,703-010,20.0,71.12
TM00199,Cisplatin,Cisplatin,0.0,703-010,23.0,79.27
TM00199,Cisplatin,Cisplatin,0.0,703-010,27.0,86.37
TM00199,Cisplatin,Cisplatin,0.0,703-011,-1.0,128.29
TM00199,Cisplatin,Cisplatin,0.0,703-011,2.0,174.01
TM00199,Cisplatin,Cisplatin,0.0,703-011,6.0,132.52
TM00199,Cisplatin,Cisplatin,0.0,703-011,9.0,152.73
TM00199,Cisplatin,Cisplatin,0.0,703-011,13.0,128.1
TM00199,Cisplatin,Cisplatin,0.0,703-011,16.0,140.84
TM00199,Cisplatin,Cisplatin,0.0,703-011,20.0,150.85
TM00199,Cisplatin,Cisplatin,0.0,703-011,23.0,188.02
TM00199,Cisplatin,Cisplatin,0.0,703-011,27.0,196.11
TM00199,Cisplatin,Cisplatin,0.0,703-012,-1.0,155.24
TM00199,Cisplatin,Cisplatin,0.0,703-012,2.0,141.53
TM00199,Cisplatin,Cisplatin,0.0,703-012,6.0,102.56
TM00199,Cisplatin,Cisplatin,0.0,703-012,9.0,128.24
TM00199,Cisplatin,Cisplatin,0.0,703-012,13.0,118.71
TM00199,Cisplatin,Cisplatin,0.0,703-012,16.0,136.84
TM00199,Cisplatin,Cisplatin,0.0,703-012,20.0,163.7
TM00199,Cisplatin,Cisplatin,0.0,703-012,23.0,188.12
TM00199,Cisplatin,Cisplatin,0.0,703-012,27.0,216.25
TM00199,Cisplatin,Cisplatin,0.0,703-025,-1.0,72.66
TM00199,Cisplatin,Cisplatin,0.0,703-025,2.0,67.41
TM00199,Cisplatin,Cisplatin,0.0,703-025,6.0,76.0
TM00199,Cisplatin,Cisplatin,0.0,703-025,9.0,76.95
TM00199,Cisplatin,Cisplatin,0.0,703-025,13.0,77.17
TM00199,Cisplatin,Cisplatin,0.0,703-025,16.0,85.38
TM00199,Cisplatin,Cisplatin,0.0,703-025,20.0,80.54
TM00199,Cisplatin,Cisplatin,0.0,703-025,23.0,96.58
TM00199,Cisplatin,Cisplatin,0.0,703-025,27.0,99.45
TM00199,Cisplatin,Cisplatin,0.0,703-028,-1.0,102.18
TM00199,Cisplatin,Cisplatin,0.0,703-028,2.0,140.49
TM00199,Cisplatin,Cisplatin,0.0,703-028,6.0,107.96
TM00199,Cisplatin,Cisplatin,0.0,703-028,9.0,114.19
TM00199,Cisplatin,Cisplatin,0.0,703-028,13.0,102.17
TM00199,Cisplatin,Cisplatin,0.0,703-028,16.0,112.44
TM00199,Cisplatin,Cisplatin,0.0,703-028,20.0,146.58
TM00199,Cisplatin,Cisplatin,0.0,703-028,23.0,187.62
TM00199,Cisplatin,Cisplatin,0.0,703-028,27.0,194.57
TM00199,Cisplatin,Cisplatin,0.0,703-034,-1.0,114.91
TM00199,Cisplatin,Cisplatin,0.0,703-034,2.0,135.4
TM00199,Cisplatin,Cisplatin,0.0,703-034,6.0,181.82
TM00199,Cisplatin,Cisplatin,0.0,703-034,9.0,167.03
TM00199,Cisplatin,Cisplatin,0.0,703-034,13.0,220.09
TM00199,Cisplatin,Cisplatin,0.0,703-034,16.0,207.75
TM00199,Cisplatin,Cisplatin,0.0,703-034,20.0,227.38
TM00199,Cisplatin,Cisplatin,0.0,703-034,23.0,264.29
TM00199,Cisplatin,Cisplatin,0.0,703-034,27.0,305.37
TM00199,Cisplatin,Cisplatin,0.0,703-048,-1.0,119.13
TM00199,Cisplatin,Cisplatin,0.0,703-048,2.0,200.83
TM00199,Cisplatin,Cisplatin,0.0,703-048,6.0,234.9
TM00199,Cisplatin,Cisplatin,0.0,703-048,9.0,231.79
TM00199,Cisplatin,Cisplatin,0.0,703-048,13.0,322.22
TM00199,Cisplatin,Cisplatin,0.0,703-048,16.0,455.98
TM00199,Cisplatin,Cisplatin,0.0,703-048,20.0,347.85
TM00199,Cisplatin,Cisplatin,0.0,703-048,23.0,364.15
TM00199,Cisplatin,Cisplatin,0.0,703-048,27.0,379.13
TM00219,Cisplatin,Cisplatin,0.0,049-003,0.0,89.78
TM00219,Cisplatin,Cisplatin,0.0,049-003,3.0,90.62
TM00219,Cisplatin,Cisplatin,0.0,049-003,7.0,130.27
TM00219,Cisplatin,Cisplatin,0.0,049-003,10.0,114.87
TM00219,Cisplatin,Cisplatin,0.0,049-003,14.0,124.46
TM00219,Cisplatin,Cisplatin,0.0,049-003,18.0,212.78
TM00219,Cisplatin,Cisplatin,0.0,049-003,21.0,306.66
TM00219,Cisplatin,Cisplatin,0.0,049-003,24.0,304.46
TM00219,Cisplatin,Cisplatin,0.0,049-003,28.0,284.86
TM00219,Cisplatin,Cisplatin,0.0,049-005,0.0,106.95
TM00219,Cisplatin,Cisplatin,0.0,049-005,3.0,137.88
TM00219,Cisplatin,Cisplatin,0.0,049-005,7.0,149.78
TM00219,Cisplatin,Cisplatin,0.0,049-005,10.0,155.41
TM00219,Cisplatin,Cisplatin,0.0,049-005,14.0,165.49
TM00219,Cisplatin,Cisplatin,0.0,049-005,17.0,172.58
TM00219,Cisplatin,Cisplatin,0.0,049-005,21.0,233.15
TM00219,Cisplatin,Cisplatin,0.0,049-005,24.0,235.57
TM00219,Cisplatin,Cisplatin,0.0,049-005,28.0,353.34
TM00219,Cisplatin,Cisplatin,0.0,049-007,0.0,89.16
TM00219,Cisplatin,Cisplatin,0.0,049-007,3.0,131.76
TM00219,Cisplatin,Cisplatin,0.0,049-007,7.0,133.12
TM00219,Cisplatin,Cisplatin,0.0,049-007,10.0,157.18
TM00219,Cisplatin,Cisplatin,0.0,049-007,14.0,158.72
TM00219,Cisplatin,Cisplatin,0.0,049-007,17.0,171.54
TM00219,Cisplatin,Cisplatin,0.0,049-007,21.0,208.45
TM00219,Cisplatin,Cisplatin,0.0,049-007,24.0,209.02
TM00219,Cisplatin,Cisplatin,0.0,049-007,28.0,245.72
TM00219,Cisplatin,Cisplatin,0.0,049-011,0.0,94.68
TM00219,Cisplatin,Cisplatin,0.0,049-011,3.0,136.99
TM00219,Cisplatin,Cisplatin,0.0,049-011,7.0,166.59
TM00219,Cisplatin,Cisplatin,0.0,049-011,10.0,138.77
TM00219,Cisplatin,Cisplatin,0.0,049-011,14.0,207.26
TM00219,Cisplatin,Cisplatin,0.0,049-011,17.0,205.51
TM00219,Cisplatin,Cisplatin,0.0,049-011,21.0,237.49
TM00219,Cisplatin,Cisplatin,0.0,049-011,24.0,246.31
TM00219,Cisplatin,Cisplatin,0.0,049-011,28.0,360.71
TM00219,Cisplatin,Cisplatin,0.0,049-012,0.0,133.96
TM00219,Cisplatin,Cisplatin,0.0,049-012,3.0,162.15
TM00219,Cisplatin,Cisplatin,0.0,049-012,7.0,149.34
TM00219,Cisplatin,Cisplatin,0.0,049-012,10.0,163.51
TM00219,Cisplatin,Cisplatin,0.0,049-012,14.0,200.89
TM00219,Cisplatin,Cisplatin,0.0,049-012,17.0,235.75
TM00219,Cisplatin,Cisplatin,0.0,049-012,21.0,147.99
TM00219,Cisplatin,Cisplatin,0.0,049-012,24.0,174.15
TM00219,Cisplatin,Cisplatin,0.0,049-012,28.0,181.2
TM00219,Cisplatin,Cisplatin,0.0,049-021,0.0,115.0
TM00219,Cisplatin,Cisplatin,0.0,049-021,3.0,206.07
TM00219,Cisplatin,Cisplatin,0.0,049-021,7.0,168.95
TM00219,Cisplatin,Cisplatin,0.0,049-021,10.0,182.5
TM00219,Cisplatin,Cisplatin,0.0,049-021,14.0,270.18
TM00219,Cisplatin,Cisplatin,0.0,049-021,17.0,249.26
TM00219,Cisplatin,Cisplatin,0.0,049-021,21.0,341.62
TM00219,Cisplatin,Cisplatin,0.0,049-021,24.0,335.04
TM00219,Cisplatin,Cisplatin,0.0,049-021,28.0,429.49
TM00219,Cisplatin,Cisplatin,0.0,049-026,0.0,106.76
TM00219,Cisplatin,Cisplatin,0.0,049-026,3.0,106.66
TM00219,Cisplatin,Cisplatin,0.0,049-026,7.0,124.93
TM00219,Cisplatin,Cisplatin,0.0,049-026,10.0,125.09
TM00219,Cisplatin,Cisplatin,0.0,049-026,14.0,105.45
TM00219,Cisplatin,Cisplatin,0.0,049-026,18.0,144.56
TM00219,Cisplatin,Cisplatin,0.0,049-026,21.0,328.53
TM00219,Cisplatin,Cisplatin,0.0,049-026,24.0,331.98
TM00219,Cisplatin,Cisplatin,0.0,049-026,28.0,523.23
TM00219,Cisplatin,Cisplatin,0.0,049-029,0.0,81.45
TM00219,Cisplatin,Cisplatin,0.0,049-029,3.0,82.05
TM00219,Cisplatin,Cisplatin,0.0,049-029,7.0,85.1
TM00219,Cisplatin,Cisplatin,0.0,049-029,10.0,91.68
TM00219,Cisplatin,Cisplatin,0.0,049-029,14.0,82.79
TM00219,Cisplatin,Cisplatin,0.0,049-029,18.0,134.66
TM00219,Cisplatin,Cisplatin,0.0,049-029,21.0,174.51
TM00219,Cisplatin,Cisplatin,0.0,049-029,24.0,210.43
TM00219,Cisplatin,Cisplatin,0.0,049-029,28.0,232.48
TM00219,Cisplatin,Cisplatin,0.0,049-046,0.0,115.29
TM00219,Cisplatin,Cisplatin,0.0,049-046,3.0,122.19
TM00219,Cisplatin,Cisplatin,0.0,049-046,7.0,133.4
TM00219,Cisplatin,Cisplatin,0.0,049-046,10.0,144.63
TM00219,Cisplatin,Cisplatin,0.0,049-046,14.0,143.17
TM00219,Cisplatin,Cisplatin,0.0,049-046,18.0,170.46
TM00219,Cisplatin,Cisplatin,0.0,049-046,21.0,247.0
TM00219,Cisplatin,Cisplatin,0.0,049-046,24.0,269.83
TM00219,Cisplatin,Cisplatin,0.0,049-046,28.0,341.23
TM00256,GRP3 - Cisplatin,Cisplatin,0.0,265-001,0.0,82.85
TM00256,GRP3 - Cisplatin,Cisplatin,0.0,265-001,3.0,111.87
TM00256,GRP3 - Cisplatin,Cisplatin,0.0,265-001,7.0,129.86
TM00256,GRP3 - Cisplatin,Cisplatin,0.0,265-001,10.0,137.1
TM00256,GRP3 - Cisplatin,Cisplatin,0.0,265-001,14.0,166.72
TM00256,GRP3 - Cisplatin,Cisplatin,0.0,265-001,17.0,168.03
TM00256,GRP3 - Cisplatin,Cisplatin,0.0,265-001,21.0,175.71
TM00256,GRP3 - Cisplatin,Cisplatin,0.0,265-001,24.0,173.19
TM00256,GRP3 - Cisplatin,Cisplatin,0.0,265-001,28.0,212.6
TM00256,GRP3 - Cisplatin,Cisplatin,0.0,265-010,0.0,77.11
TM00256,GRP3 - Cisplatin,Cisplatin,0.0,265-010,3.0,87.21
TM00256,GRP3 - Cisplatin,Cisplatin,0.0,265-010,7.0,98.78
TM00256,GRP3 - Cisplatin,Cisplatin,0.0,265-010,10.0,135.7
TM00256,GRP3 - Cisplatin,Cisplatin,0.0,265-010,14.0,161.76
TM00256,GRP3 - Cisplatin,Cisplatin,0.0,265-010,17.0,172.32
TM00256,GRP3 - Cisplatin,Cisplatin,0.0,265-010,21.0,196.02
TM00256,GRP3 - Cisplatin,Cisplatin,0.0,265-010,24.0,247.58
TM00256,GRP3 - Cisplatin,Cisplatin,0.0,265-010,28.0,336.02
TM00256,GRP3 - Cisplatin,Cisplatin,0.0,265-015,0.0,108.34
TM00256,GRP3 - Cisplatin,Cisplatin,0.0,265-015,3.0,124.11
TM00256,GRP3 - Cisplatin,Cisplatin,0.0,265-015,7.0,128.69
TM00256,GRP3 - Cisplatin,Cisplatin,0.0,265-015,10.0,131.21
TM00256,GRP3 - Cisplatin,Cisplatin,0.0,265-015,14.0,172.84
TM00256,GRP3 - Cisplatin,Cisplatin,0.0,265-015,17.0,209.14
TM00256,GRP3 - Cisplatin,Cisplatin,0.0,265-015,21.0,231.46
TM00256,GRP3 - Cisplatin,Cisplatin,0.0,265-015,24.0,259.94
TM00256,GRP3 - Cisplatin,Cisplatin,0.0,265-015,28.0,273.96
TM00256,GRP3 - Cisplatin,Cisplatin,0.0,265-016,0.0,106.0
TM00256,GRP3 - Cisplatin,Cisplatin,0.0,265-016,3.0,115.97
TM00256,GRP3 - Cisplatin,Cisplatin,0.0,265-016,7.0,136.62
TM00256,GRP3 - Cisplatin,Cisplatin,0.0,265-016,10.0,146.66
TM00256,GRP3 - Cisplatin,Cisplatin,0.0,265-016,14.0,161.79
TM00256,GRP3 - Cisplatin,Cisplatin,0.0,265-016,17.0,235.55
TM00256,GRP3 - Cisplatin,Cisplatin,0.0,265-016,21.0,264.86
TM00256,GRP3 - Cisplatin,Cisplatin,0.0,265-016,24.0,281.83
TM00256,GRP3 - Cisplatin,Cisplatin,0.0,265-016,28.0,354.14
TM00256,GRP3 - Cisplatin,Cisplatin,0.0,265-019,0.0,112.54
TM00256,GRP3 - Cisplatin,Cisplatin,0.0,265-019,3.0,167.04
TM00256,GRP3 - Cisplatin,Cisplatin,0.0,265-019,7.0,169.42
TM00256,GRP3 - Cisplatin,Cisplatin,0.0,265-019,10.0,199.46
TM00256,GRP3 - Cisplatin,Cisplatin,0.0,265-019,14.0,275.3
TM00256,GRP3 - Cisplatin,Cisplatin,0.0,265-019,17.0,309.14
TM00256,GRP3 - Cisplatin,Cisplatin,0.0,265-019,21.0,371.13
TM00256,GRP3 - Cisplatin,Cisplatin,0.0,265-019,24.0,447.6
TM00256,GRP3 - Cisplatin,Cisplatin,0.0,265-019,28.0,451.29
TM00256,GRP3 - Cisplatin,Cisplatin,0.0,265-020,0.0,138.57
TM00256,GRP3 - Cisplatin,Cisplatin,0.0,265-020,3.0,149.62
TM00256,GRP3 - Cisplatin,Cisplatin,0.0,265-020,7.0,211.57
TM00256,GRP3 - Cisplatin,Cisplatin,0.0,265-020,10.0,215.6
TM00256,GRP3 - Cisplatin,Cisplatin,0.0,265-020,14.0,260.3
TM00256,GRP3 - Cisplatin,Cisplatin,0.0,265-020,17.0,479.36
TM00256,GRP3 - Cisplatin,Cisplatin,0.0,265-020,21.0,554.21
TM00256,GRP3 - Cisplatin,Cisplatin,0.0,265-020,24.0,469.87
TM00256,GRP3 - Cisplatin,Cisplatin,0.0,265-020,28.0,404.93
TM00256,GRP3 - Cisplatin,Cisplatin,0.0,265-024,0.0,93.86
TM00256,GRP3 - Cisplatin,Cisplatin,0.0,265-024,3.0,163.72
TM00256,GRP3 - Cisplatin,Cisplatin,0.0,265-024,7.0,115.16
TM00256,GRP3 - Cisplatin,Cisplatin,0.0,265-024,10.0,171.21
TM00256,GRP3 - Cisplatin,Cisplatin,0.0,265-024,14.0,279.35
TM00256,GRP3 - Cisplatin,Cisplatin,0.0,265-024,17.0,312.83
TM00256,GRP3 - Cisplatin,Cisplatin,0.0,265-024,21.0,354.84
TM00256,GRP3 - Cisplatin,Cisplatin,0.0,265-024,24.0,402.22
TM00256,GRP3 - Cisplatin,Cisplatin,0.0,265-024,28.0,417.91
TM00256,GRP3 - Cisplatin,Cisplatin,0.0,265-025,0.0,85.17
TM00256,GRP3 - Cisplatin,Cisplatin,0.0,265-025,3.0,137.03
TM00256,GRP3 - Cisplatin,Cisplatin,0.0,265-025,7.0,146.24
TM00256,GRP3 - Cisplatin,Cisplatin,0.0,265-025,10.0,160.58
TM00256,GRP3 - Cisplatin,Cisplatin,0.0,265-025,14.0,311.9
TM00256,GRP3 - Cisplatin,Cisplatin,0.0,265-025,17.0,527.65
TM00256,GRP3 - Cisplatin,Cisplatin,0.0,265-025,21.0,673.7
TM00256,GRP3 - Cisplatin,Cisplatin,0.0,265-025,24.0,678.34
TM00256,GRP3 - Cisplatin,Cisplatin,0.0,265-025,28.0,917.21
TM00256,GRP3 - Cisplatin,Cisplatin,0.0,265-029,0.0,94.62
TM00256,GRP3 - Cisplatin,Cisplatin,0.0,265-029,3.0,98.02
TM00256,GRP3 - Cisplatin,Cisplatin,0.0,265-029,7.0,102.62
TM00256,GRP3 - Cisplatin,Cisplatin,0.0,265-029,10.0,114.04
TM00256,GRP3 - Cisplatin,Cisplatin,0.0,265-029,14.0,126.51
TM00256,GRP3 - Cisplatin,Cisplatin,0.0,265-029,17.0,132.56
TM00256,GRP3 - Cisplatin,Cisplatin,0.0,265-029,21.0,142.54
TM00256,GRP3 - Cisplatin,Cisplatin,0.0,265-029,24.0,147.0
TM00256,GRP3 - Cisplatin,Cisplatin,0.0,265-029,28.0,182.12
TM00256,GRP3 - Cisplatin,Cisplatin,0.0,265-038,0.0,86.09
TM00256,GRP3 - Cisplatin,Cisplatin,0.0,265-038,3.0,95.76
TM00256,GRP3 - Cisplatin,Cisplatin,0.0,265-038,7.0,104.11
TM00256,GRP3 - Cisplatin,Cisplatin,0.0,265-038,10.0,137.14
TM00256,GRP3 - Cisplatin,Cisplatin,0.0,265-038,14.0,144.22
TM00256,GRP3 - Cisplatin,Cisplatin,0.0,265-038,17.0,160.27
TM00256,GRP3 - Cisplatin,Cisplatin,0.0,265-038,21.0,190.38
TM00256,GRP3 - Cisplatin,Cisplatin,0.0,265-038,24.0,241.64
TM00256,GRP3 - Cisplatin,Cisplatin,0.0,265-038,28.0,243.59
TM00194,Group 2 Ciplatin IV,Cisplatin,0.0,627-06,0.0,113.91
TM00194,Group 2 Ciplatin IV,Cisplatin,0.0,627-06,4.0,193.96
TM00194,Group 2 Ciplatin IV,Cisplatin,0.0,627-06,7.0,174.29
TM00194,Group 2 Ciplatin IV,Cisplatin,0.0,627-06,11.0,194.05
TM00194,Group 2 Ciplatin IV,Cisplatin,0.0,627-06,14.0,223.89
TM00194,Group 2 Ciplatin IV,Cisplatin,0.0,627-06,18.0,249.67
TM00194,Group 2 Ciplatin IV,Cisplatin,0.0,627-06,21.0,284.0
TM00194,Group 2 Ciplatin IV,Cisplatin,0.0,627-06,25.0,357.32
TM00194,Group 2 Ciplatin IV,Cisplatin,0.0,627-06,28.0,431.6
TM00194,Group 2 Ciplatin IV,Cisplatin,0.0,627-10,0.0,79.14
TM00194,Group 2 Ciplatin IV,Cisplatin,0.0,627-10,4.0,143.27
TM00194,Group 2 Ciplatin IV,Cisplatin,0.0,627-10,7.0,144.37
TM00194,Group 2 Ciplatin IV,Cisplatin,0.0,627-10,11.0,151.81
TM00194,Group 2 Ciplatin IV,Cisplatin,0.0,627-10,14.0,155.58
TM00194,Group 2 Ciplatin IV,Cisplatin,0.0,627-10,18.0,142.04
TM00194,Group 2 Ciplatin IV,Cisplatin,0.0,627-10,21.0,136.98
TM00194,Group 2 Ciplatin IV,Cisplatin,0.0,627-10,25.0,186.9
TM00194,Group 2 Ciplatin IV,Cisplatin,0.0,627-10,28.0,218.07
TM00194,Group 2 Ciplatin IV,Cisplatin,0.0,627-11,0.0,140.17
TM00194,Group 2 Ciplatin IV,Cisplatin,0.0,627-11,4.0,185.08
TM00194,Group 2 Ciplatin IV,Cisplatin,0.0,627-11,7.0,238.26
TM00194,Group 2 Ciplatin IV,Cisplatin,0.0,627-11,11.0,245.5
TM00194,Group 2 Ciplatin IV,Cisplatin,0.0,627-11,14.0,273.99
TM00194,Group 2 Ciplatin IV,Cisplatin,0.0,627-11,18.0,334.67
TM00194,Group 2 Ciplatin IV,Cisplatin,0.0,627-11,21.0,346.17
TM00194,Group 2 Ciplatin IV,Cisplatin,0.0,627-11,25.0,409.72
TM00194,Group 2 Ciplatin IV,Cisplatin,0.0,627-11,28.0,438.64
TM00194,Group 2 Ciplatin IV,Cisplatin,0.0,627-18,0.0,86.13
